	coach	race	mu	phi	value
135742	liamh1991	Goblins	1622.889	158.398	1226.8939999999998
128691	Thomsy	Goblins	1622.714	158.331	1226.8865
22275	Pelle	Undead	1583.406	142.61	1226.8809999999999
84284	rover	Dark Elves	1578.651	140.715	1226.8635
124585	Bucks	Chaos	1547.757	128.362	1226.852
21031	Redarrows	Undead	1581.282	141.774	1226.847
764	gailn_kharghelen	Wood Elves	1545.355	127.417	1226.8125
185863	Sebotouno	Vampires	1491.239	105.774	1226.804
31119	Robofish	Orc	1566.992	136.077	1226.7995
122694	Jimmy78	Chaos	1570.889	137.642	1226.7839999999999
104245	siggyllama	Halflings	1496.01	107.733	1226.6775
86945	docmaxx	Dark Elves	1593.672	146.798	1226.6770000000001
77202	grep_v	Lizardmen	1653.161	170.594	1226.676
82632	Shogun	Dark Elves	1618.479	156.73	1226.654
15157	xaviere	Humans	1640.609	165.592	1226.629
139337	Jawa	Necromantic	1613.899	154.91	1226.6239999999998
183778	darthnoir	Vampires	1507.747	112.456	1226.607
7	Grinn	Wood Elves	1692.504	186.36	1226.6039999999998
15171	BrassSam	Humans	1559.707	133.242	1226.602
50928	tommyboy80	Skaven	1518.142	116.617	1226.5995
110090	Alfred_J_Puag	Amazons	1597.556	148.392	1226.576
31981	Lurtzo	Orc	1507.655	112.437	1226.5625
1754	Mepmuff	Wood Elves	1523.868	118.924	1226.558
56048	ebondrow	Dwarves	1646.901	168.142	1226.546
92518	Mitico	High Elves	1555.992	131.782	1226.5369999999998
122096	Panico	Chaos	1689.668	185.284	1226.4579999999999
43907	Levantinista	Norse	1657.081	172.257	1226.4384999999997
98091	MaD	High Elves	1556.603	132.07	1226.428
29853	Copper	Orc	1528.858	120.978	1226.413
20131	Xac	Undead	1584.11	143.079	1226.4125
5951	diphoration	Wood Elves	1709.487	193.236	1226.3970000000002
122638	xarro	Chaos	1519.791	117.36	1226.391
202441	Heartsbane	Chaos Pact	1513.654	114.907	1226.3865
113009	sebvdw	Amazons	1591.345	145.991	1226.3675
87088	MAKISH	Dark Elves	1580.541	141.681	1226.3384999999998
47320	Galis	Skaven	1569.555	137.297	1226.3125
192503	Creature	Slann	1485.378	103.654	1226.243
111858	Magmerli	Amazons	1639.014	165.11	1226.2389999999998
117790	Sturmjarl	Amazons	1629.655	161.367	1226.2375
154729	MrSerch	Khemri	1574.632	139.363	1226.2245
124819	Hely	Chaos	1594.829	147.45	1226.204
202889	Gataka	Chaos Pact	1611.576	154.152	1226.196
44663	Abbaddon	Norse	1555.286	131.643	1226.1785
212282	Maverick	Underworld	1518.036	116.746	1226.171
19695	MachoMan	Undead	1637.428	164.505	1226.1655
42426	BrassSam	Norse	1585.173	143.605	1226.1605
67011	soulforged	Chaos Dwarves	1538.216	124.826	1226.1509999999998
14901	wideright	Humans	1565.61	135.792	1226.1299999999999
33274	Glorian_Underhill	Orc	1649.013	169.159	1226.1154999999999
30979	absent	Orc	1614.014	155.16	1226.114
166585	Brunificus	Nurgle's Rotters	1541.049	125.976	1226.109
82931	Menzogna	Dark Elves	1521.941	118.334	1226.106
27205	Kilowog1	Undead	1561.946	134.342	1226.091
19865	SupWill0048	Undead	1586.545	144.188	1226.075
36978	KRaff	Norse	1656.426	172.156	1226.036
25352	Bobite	Undead	1560.981	133.983	1226.0235
171118	varagh	Nurgle's Rotters	1673.426	178.963	1226.0185
60223	Cuttz	Dwarves	1488.963	105.179	1226.0155
5473	Modi	Wood Elves	1629.884	161.58	1225.934
88135	smilzo	Dark Elves	1525.982	120.022	1225.927
176361	Barberfett	Ogres	1571.919	138.402	1225.9140000000002
112037	Lyricoz	Amazons	1596.36	148.186	1225.895
82541	hugoeng	Dark Elves	1541.203	126.134	1225.868
141819	Shadowseer2005	Necromantic	1613.3	154.988	1225.83
83241	canta	Dark Elves	1569.689	137.548	1225.819
163836	skavenskulls14	Nurgle's Rotters	1792.626	226.747	1225.7585
153950	elvelux	Elves	1608.515	153.106	1225.75
106942	Lord_Bojo	Halflings	1556.491	132.298	1225.746
66154	Tripleskull	Chaos Dwarves	1635.507	163.906	1225.7420000000002
58280	Loki	Dwarves	1547.251	128.606	1225.7359999999999
48815	MadMö	Skaven	1466.517	96.313	1225.7345
60860	mubo	Dwarves	1633.439	163.082	1225.7340000000002
20439	mago	Undead	1627.164	160.575	1225.7265
130412	Astypal	Goblins	1467.469	96.705	1225.7065
211317	zootsuitjeff	Underworld	1493.674	107.189	1225.7015000000001
156093	Brownstone	Khemri	1647.992	168.929	1225.6695
2444	mrschutte	Wood Elves	1590.252	145.835	1225.6644999999999
163701	Turenne	Nurgle's Rotters	1569.688	137.636	1225.5980000000002
73444	gailn_kharghelen	Lizardmen	1544.362	127.509	1225.5895
8594	Desarrolla2	Wood Elves	1468.69	97.241	1225.5875
26472	mandalaky	Undead	1588.51	145.174	1225.575
136068	shadow	Goblins	1621.147	158.229	1225.5745
124696	Evilgaunt	Chaos	1544.27	127.481	1225.5675
201220	Innerdemon	Chaos Pact	1511.223	114.272	1225.543
2838	Magmerli	Wood Elves	1621.59	158.429	1225.5175
48552	inluzon	Skaven	1610.783	154.111	1225.5055
43767	waddywoos	Norse	1522.331	118.731	1225.5034999999998
58243	wato	Dwarves	1484.87	103.748	1225.5
130016	Oleg	Goblins	1566.679	136.482	1225.4740000000002
162836	Mick_L	Khemri	1645.471	168.006	1225.4560000000001
172144	Wrykoulaka	Nurgle's Rotters	1468.4	97.179	1225.4525
119291	Planlos	Chaos	1591.613	146.489	1225.3905
34189	straume	Orc	1557.39	132.8	1225.39
107007	caio	Halflings	1593.604	147.296	1225.364
117948	TulloOstilio	Amazons	1564.398	135.634	1225.3129999999999
111892	KaduC	Amazons	1579.138	141.532	1225.308
38266	warashes	Norse	1575.347	140.025	1225.2845
162774	Roller	Khemri	1619.31	157.615	1225.2725
63506	Kekskommander	Dwarves	1589.098	145.532	1225.268
71417	kador	Chaos Dwarves	1562.875	135.043	1225.2675
153665	Cyrlesire	Elves	1530.015	121.9	1225.265
111893	enchanter85	Amazons	1724.073	199.524	1225.2630000000001
209039	malodoror	Underworld	1579.524	141.706	1225.259
25660	The_Tyser	Undead	1527.411	120.863	1225.2535
14506	Harti	Humans	1622.087	158.734	1225.252
67257	TonyB	Chaos Dwarves	1637.937	165.078	1225.242
62410	jonno3608	Dwarves	1480.502	102.123	1225.1945
141784	YogiBedlamBear	Necromantic	1534.257	123.635	1225.1695
103290	scs.sam	Halflings	1460.313	94.061	1225.1605
37367	temmpest	Norse	1557.703	133.026	1225.138
31285	Malmir	Orc	1566.612	136.595	1225.1245000000001
48506	txapo	Skaven	1524.462	119.736	1225.1219999999998
40156	swntzu	Norse	1628.788	161.482	1225.083
7549	bletos	Wood Elves	1621.331	158.519	1225.0335
177341	Lurtzo	Ogres	1486.278	104.501	1225.0255
64909	dolor	Chaos Dwarves	1507.915	113.164	1225.0049999999999
99728	shadow	High Elves	1619.496	157.799	1224.9985000000001
80250	Nichren	Lizardmen	1504.249	111.708	1224.979
11223	Nusby	Humans	1511.672	114.683	1224.9645
51242	Mango	Skaven	1666.635	176.681	1224.9325
48771	DukeJan	Skaven	1471.683	98.714	1224.898
50726	cereal_killer	Skaven	1448.571	89.47	1224.896
153547	Xanote	Elves	1536.975	124.843	1224.8674999999998
50222	Deathwing	Skaven	1628.869	161.604	1224.859
99042	Omake	High Elves	1579.542	141.88	1224.8419999999999
27984	BudSpencer	Orc	1609.723	153.954	1224.838
37335	kiko	Norse	1601.848	150.808	1224.828
13674	Jimmy78	Humans	1595.875	148.438	1224.78
201518	Brownstone	Chaos Pact	1663.174	175.361	1224.7715
211366	Kildarf	Underworld	1628.221	161.387	1224.7535
140380	Pelle	Necromantic	1552.478	131.104	1224.718
13218	Moro84	Humans	1484.95	104.1	1224.7
167987	Cabezacubo	Nurgle's Rotters	1535.039	124.153	1224.6565
42484	SuperMario	Norse	1540.479	126.339	1224.6315
17020	Josepe	Humans	1485.397	104.307	1224.6295
207487	Razasiel	Chaos Pact	1564.755	136.053	1224.6225000000002
2642	MaceJedi	Wood Elves	1512.014	114.958	1224.619
102898	Phil78	Halflings	1437.495	85.161	1224.5925
53168	Cesar	Skaven	1528.863	121.713	1224.5805
24122	Cynic	Undead	1501.812	110.913	1224.5294999999999
87754	Klarens	Dark Elves	1596.927	148.961	1224.5245
49233	Darkstorm	Skaven	1518.494	117.592	1224.514
43386	valean	Norse	1548.163	129.462	1224.508
51291	Hamlet	Skaven	1546.123	128.652	1224.493
194037	Dan_Titan	Slann	1594.752	148.105	1224.4895
146426	Artico	Elves	1594.696	148.094	1224.4609999999998
88682	gumbi	Dark Elves	1553.266	131.533	1224.4335
16488	pececito	Humans	1426.482	80.821	1224.4295
47392	Akzaar	Skaven	1465.192	96.332	1224.362
36794	Dani112233	Norse	1486.168	104.741	1224.3155
45375	Kilowog1	Norse	1588.217	145.562	1224.3120000000001
57838	Gimbo	Dwarves	1558.81	133.805	1224.2975
202908	Rayshen	Chaos Pact	1437.247	85.185	1224.2845
1652	Keogh	Wood Elves	1534.036	123.903	1224.2785000000001
50035	stinging_monkey	Skaven	1504.908	112.279	1224.2105
34975	Monkeytrumpet	Orc	1560.672	134.585	1224.2095
162588	Wightlord	Khemri	1561.456	134.92	1224.156
66197	Volstagg	Chaos Dwarves	1455.527	92.554	1224.142
157572	inluzon	Khemri	1609.426	154.123	1224.1185
12555	zahiko	Humans	1585.143	144.422	1224.088
108044	ARKNGEL	Halflings	1458.383	93.723	1224.0755
48439	Malfeasor	Skaven	1554.542	132.207	1224.0245
137008	Gatoamr	Necromantic	1577.303	141.319	1224.0055000000002
120049	Baltus	Chaos	1453.597	91.839	1223.9995
151300	Necrox	Elves	1510.461	114.592	1223.981
109989	Heff	Amazons	1569.631	138.264	1223.971
45484	Blues	Skaven	1473.851	99.955	1223.9635
85581	swntzu	Dark Elves	1587.365	145.364	1223.955
64332	chocho	Chaos Dwarves	1489.035	106.036	1223.9450000000002
71681	jpm	Chaos Dwarves	1569.41	138.189	1223.9375
88725	Balbaroy	Dark Elves	1497.444	109.409	1223.9215
20091	Toni85	Undead	1538.657	125.895	1223.9195
103831	ottaxhol	Halflings	1550.425	130.603	1223.9175
64285	Buldogr	Chaos Dwarves	1550.705	130.725	1223.8925
88816	Dajegas	Dark Elves	1592.964	147.643	1223.8564999999999
36875	squighunter	Norse	1699.965	190.444	1223.855
55527	Angazi	Dwarves	1447.123	89.326	1223.808
161255	GardenGnome	Khemri	1599.979	150.47	1223.804
9369	MrSerch	Humans	1584.304	144.202	1223.799
116303	J.a.m	Amazons	1559.73	134.374	1223.795
174310	SupWill0048	Ogres	1471.233	98.985	1223.7704999999999
84055	turlog	Dark Elves	1601.053	150.917	1223.7605
192334	gken1	Slann	1685.887	184.86	1223.7369999999999
19979	landrover	Undead	1505.791	112.83	1223.716
73885	goatrider	Lizardmen	1604.957	152.502	1223.7020000000002
173798	grumpsh	Ogres	1521.159	118.988	1223.689
158970	tof	Khemri	1465.345	96.67	1223.67
55678	paralla6	Dwarves	1426.708	81.227	1223.6405
141026	Grotuk	Necromantic	1624.271	160.258	1223.626
7986	Melkor	Wood Elves	1510.365	114.706	1223.6
20369	Sebas	Undead	1573.773	140.078	1223.578
150227	Sphinx	Elves	1611.373	155.124	1223.563
153089	everousette	Elves	1513.284	115.898	1223.5390000000002
148612	Dan_Titan	Elves	1598.65	150.048	1223.5300000000002
96574	SolarFlare	High Elves	1622.539	159.634	1223.454
14122	le_ong	Humans	1557.691	133.704	1223.431
49904	meliandri	Skaven	1520.732	118.927	1223.4144999999999
183883	pershum	Vampires	1511.938	115.416	1223.3980000000001
25494	neilpferd	Undead	1603.013	151.847	1223.3954999999999
210075	Lichemaster	Underworld	1510.716	114.948	1223.346
131251	el-reche	Goblins	1400.249	70.767	1223.3315
47568	Patxijack	Skaven	1494.052	108.29	1223.3269999999998
204289	NikolaSavic	Chaos Pact	1563.979	136.262	1223.324
81284	Anthony_Times	Lizardmen	1578.493	142.068	1223.3229999999999
64689	tulkas	Chaos Dwarves	1511.903	115.433	1223.3205
94835	Virral	High Elves	1600.666	150.942	1223.311
73855	Rhox	Lizardmen	1519.547	118.495	1223.3095
10505	Cracol	Humans	1564.27	136.385	1223.3075
181868	FrenchBenny	Vampires	1583.659	144.149	1223.2865000000002
5522	MightyZug	Wood Elves	1624.35	160.437	1223.2575
59508	nubs11	Dwarves	1650.403	170.862	1223.248
40929	Jimmy78	Norse	1583.2	143.989	1223.2275
161145	natsirtdm	Khemri	1565.523	136.922	1223.2179999999998
23817	Drakeular	Undead	1638.349	166.061	1223.1965
43639	darkdan	Norse	1489.573	106.555	1223.1855
141922	Drakeular	Necromantic	1523.973	120.335	1223.1354999999999
95045	robozzo	High Elves	1618.998	158.347	1223.1305
81141	Harcan	Lizardmen	1537.706	125.844	1223.096
42407	Astyr	Norse	1669.053	178.393	1223.0705
97901	Dajegas	High Elves	1584.979	144.768	1223.059
144424	Juanjo1970	Necromantic	1536.549	125.397	1223.0565
87749	Sowsav	Dark Elves	1499.205	110.46	1223.0549999999998
205198	Marc.Andy	Chaos Pact	1532.166	123.645	1223.0535
72224	CT_konrad	Chaos Dwarves	1517.594	117.83	1223.019
46394	Heff	Skaven	1495.475	108.985	1223.0124999999998
157598	Ivan_Landwehr	Khemri	1557.552	133.817	1223.0095
51683	BrotherKane	Skaven	1516.483	117.395	1222.9955
74061	Jeguan	Lizardmen	1627.391	161.764	1222.981
118055	Kilowog1	Amazons	1776.552	221.429	1222.9795
179699	KSHARPER	Ogres	1568.877	138.361	1222.9745
64833	Big-A	Chaos Dwarves	1614.039	156.428	1222.969
74540	Joluveal	Lizardmen	1550.654	131.078	1222.959
151793	Tupiboy	Elves	1574.76	140.723	1222.9524999999999
44632	ATILA	Norse	1535.315	124.948	1222.9450000000002
34713	frostmane	Orc	1550.183	130.9	1222.933
53212	Heretek	Skaven	1477.985	102.046	1222.87
69303	Lordm	Chaos Dwarves	1554.324	132.587	1222.8565
142735	lordgarlack	Necromantic	1576.566	141.487	1222.8485
143910	Jcjuanky23	Necromantic	1517.908	118.029	1222.8355
119468	Osskpo	Chaos	1607.076	153.705	1222.8135
76685	radster	Lizardmen	1563.451	136.257	1222.8085
92326	canta	High Elves	1542.745	127.979	1222.7975
150243	picon	Elves	1621.335	159.42	1222.785
66151	Jugar	Chaos Dwarves	1461.166	95.356	1222.7759999999998
128373	grumpsh	Goblins	1560.68	135.169	1222.7575000000002
68441	taraspoutine	Chaos Dwarves	1632.714	163.993	1222.7314999999999
113310	RedDawn	Amazons	1527.633	121.974	1222.698
56634	Hooch	Dwarves	1642.568	167.963	1222.6605
58863	mr.gordon	Dwarves	1602.373	151.894	1222.638
197200	Ambush3	Slann	1593.559	148.369	1222.6365
189137	Olivierdulac	Vampires	1552.818	132.082	1222.613
29435	Luizda	Orc	1559.613	134.801	1222.6105000000002
199003	Mur	Slann	1540.651	127.23	1222.576
57947	Frapattoni	Dwarves	1561.584	135.616	1222.544
21742	dfunkateer	Undead	1493.678	108.454	1222.5430000000001
69782	Erix	Chaos Dwarves	1557.258	133.89	1222.5330000000001
66299	Bobafettsmum	Chaos Dwarves	1562.753	136.09	1222.5279999999998
78627	Raztout	Lizardmen	1534.909	124.96	1222.509
13935	mhaley82	Humans	1550.946	131.381	1222.4935
208412	Leyron	Chaos Pact	1587.113	145.849	1222.4905
104687	Vanguard	Halflings	1468.13	98.26	1222.48
54411	enrico	Skaven	1574.226	140.7	1222.476
55012	WeissM	Dwarves	1592.643	148.068	1222.473
8757	Jericho	Wood Elves	1550.248	131.118	1222.453
75162	umbro	Lizardmen	1521.11	119.466	1222.445
169895	FFFs	Nurgle's Rotters	1522.303	119.953	1222.4205000000002
15895	GardenGnome	Humans	1492.417	108.001	1222.4144999999999
151418	Subhedgehog	Elves	1669.466	178.831	1222.3885
32056	J666killer	Orc	1614.814	156.972	1222.384
32821	Parron	Orc	1619.351	158.797	1222.3585
18444	SumBloke	Undead	1581.451	143.643	1222.3435
152342	French_Maverick	Elves	1629.041	162.687	1222.3235
185729	Chou	Vampires	1616.669	157.739	1222.3215
215858	orcreich	Underworld	1430.327	83.203	1222.3195
43969	ViceBall	Norse	1719.884	199.028	1222.314
60120	Gimli01	Dwarves	1527.786	122.19	1222.3110000000001
110959	Juakot	Amazons	1527.241	121.984	1222.281
41125	Ocaple	Norse	1577.25	141.995	1222.2625
78193	sickness	Lizardmen	1689.55	186.918	1222.2549999999999
158891	koukakaijin	Khemri	1549.241	130.807	1222.2235
110414	Quizzer	Amazons	1641.22	167.604	1222.21
193500	Thantalas	Slann	1531.374	123.678	1222.179
84255	taliesin	Dark Elves	1499.661	110.999	1222.1635
28983	Steel1	Orc	1704.72	193.027	1222.1525000000001
143172	Beldilucho	Necromantic	1552.215	132.026	1222.1499999999999
4942	GotrekFBB	Wood Elves	1723.632	200.596	1222.142
28389	Velkor	Orc	1464.589	96.984	1222.129
172877	Hekdar	Ogres	1539.713	127.035	1222.1255
1272	Joanet	Wood Elves	1642.42	168.131	1222.0925000000002
183368	Mitico	Vampires	1545.724	129.456	1222.0839999999998
53347	Apostol	Skaven	1526.69	121.844	1222.08
115986	Marulick	Amazons	1471.881	99.921	1222.0785
32314	DADO	Orc	1546.208	129.655	1222.0705
33837	Sammy	Orc	1622.527	160.184	1222.067
47961	Clement0	Skaven	1756.898	213.947	1222.0304999999998
165500	Stu2	Nurgle's Rotters	1535.42	125.359	1222.0225
146240	MeneerTim	Elves	1554.976	133.198	1221.9810000000002
12225	redcard	Humans	1613.858	156.778	1221.913
16752	rowdykatie	Humans	1478.665	102.701	1221.9125
85847	Budmilka	Dark Elves	1511.806	115.958	1221.911
71391	Goldeneye	Chaos Dwarves	1462.084	96.078	1221.8890000000001
158130	Eolallo	Khemri	1562.487	136.247	1221.8695
94752	K	High Elves	1520.721	119.549	1221.8485
90881	russcastronovo	High Elves	1528.215	122.554	1221.83
150901	VandloMiguel	Elves	1735.192	205.345	1221.8295
26872	ost099	Undead	1526.876	122.019	1221.8285
158436	Panico	Khemri	1694.057	188.896	1221.817
34509	Suso	Orc	1556.413	133.84	1221.813
34154	shlominus	Orc	1573.479	140.667	1221.8115
122240	LatinoHeat	Chaos	1512.791	116.394	1221.806
135288	Horiuk	Goblins	1607.854	154.431	1221.7765
21065	Dardorl	Undead	1484.402	105.052	1221.772
145290	sylansek	Necromantic	1547.66	130.357	1221.7675000000002
29216	Xac	Orc	1547.136	130.15	1221.761
200839	Heff	Chaos Pact	1491.827	108.036	1221.737
8629	CT_konrad	Wood Elves	1516.864	118.063	1221.7065
139151	MarcoCaccia	Necromantic	1514.222	117.008	1221.702
26401	Beanbag	Undead	1498.485	110.714	1221.6999999999998
42976	camsbell1514	Norse	1581.961	144.112	1221.681
213480	tof	Underworld	1543.098	128.569	1221.6755
159989	Shadowseer2005	Khemri	1632.176	164.212	1221.646
63928	wapcaplets	Chaos Dwarves	1523.902	120.912	1221.622
13860	luther.elmo	Humans	1488.994	106.95	1221.619
49143	nayfan	Skaven	1540.381	127.507	1221.6135
122533	Elinfame	Chaos	1508.088	114.606	1221.5729999999999
159176	glowworm	Khemri	1425.867	81.721	1221.5645
209599	MattWhile	Underworld	1562.933	136.552	1221.5529999999999
100682	babass	Halflings	1660.615	175.626	1221.55
4000	Swinia	Wood Elves	1693.972	188.972	1221.542
189647	dabla	Vampires	1546.898	130.148	1221.5279999999998
55450	Tauro	Dwarves	1605.688	153.677	1221.4955
30535	Dark_Duke	Orc	1576.315	141.932	1221.4850000000001
206140	Cannonball	Chaos Pact	1664.706	177.289	1221.4834999999998
32007	Vanguard	Orc	1472.921	100.578	1221.476
67746	LEGION	Chaos Dwarves	1788.061	226.635	1221.4735
1636	Joostee	Wood Elves	1597.747	150.512	1221.467
13642	Caran	Humans	1476.499	102.029	1221.4265
113952	Phags	Amazons	1452.173	92.311	1221.3955
54382	bdg	Skaven	1443.442	88.825	1221.3795
75391	CarlosaKoa12	Lizardmen	1501.004	111.856	1221.364
143942	rowdykatie	Necromantic	1530.846	123.793	1221.3635
159741	Bakunin	Khemri	1594.275	149.169	1221.3525
34059	Sips4	Orc	1539.721	127.369	1221.2984999999999
84147	covertfun	Dark Elves	1621.284	160.0	1221.284
159553	Hitonagashi	Khemri	1593.264	148.796	1221.274
6267	Eldar666	Wood Elves	1555.746	133.793	1221.2635
27330	chicagork	Orc	1458.839	95.035	1221.2514999999999
161381	Greedo	Khemri	1542.977	128.694	1221.2420000000002
178943	Bronkachuzo	Ogres	1609.047	155.139	1221.1995
205166	Bakunin	Chaos Pact	1594.459	149.309	1221.1865
150586	dionysian	Elves	1558.169	134.796	1221.179
53801	Grandinata	Skaven	1478.667	103.002	1221.1619999999998
60065	sann0638	Dwarves	1616.891	158.305	1221.1285
44882	Leyron	Norse	1541.397	128.11	1221.1219999999998
148200	joantrooper	Elves	1593.464	148.954	1221.079
39176	JeanJaures	Norse	1597.035	150.403	1221.0275000000001
181287	Mitspieler	Ogres	1461.774	96.307	1221.0065
63461	Entreeri	Dwarves	1605.821	153.929	1220.9985
82098	wapcaplets	Dark Elves	1581.357	144.157	1220.9645
72689	Half-Tone	Lizardmen	1727.447	202.593	1220.9645
146909	gken1	Elves	1693.482	189.007	1220.9645
723	be4ch	Wood Elves	1515.466	117.804	1220.956
48246	JBone	Skaven	1432.547	84.641	1220.9445
49174	MightyYruHa	Skaven	1560.796	135.945	1220.9335
196601	wideright	Slann	1561.56	136.253	1220.9275
32937	Dannny	Orc	1561.0	136.031	1220.9225000000001
20864	Trambi	Undead	1524.978	121.634	1220.893
37686	abarrio	Norse	1705.13	193.701	1220.8775
124061	Underworld	Chaos	1530.779	123.964	1220.8690000000001
64653	elminster	Chaos Dwarves	1500.304	111.783	1220.8465
32058	Pentar	Orc	1632.673	164.734	1220.838
104637	Lycos	Halflings	1465.048	97.686	1220.833
136710	Blocknroll	Necromantic	1510.543	115.89	1220.8179999999998
193879	Morenz	Slann	1445.526	89.888	1220.806
54915	samshareski	Dwarves	1708.106	194.921	1220.8035
56743	Doc01	Dwarves	1568.372	139.042	1220.767
5787	Vimes	Wood Elves	1471.407	100.264	1220.7469999999998
74495	vudelfo	Lizardmen	1607.403	154.667	1220.7355
6876	Apollo	Wood Elves	1781.354	224.25	1220.729
23745	sionnoxifer	Undead	1557.517	134.72	1220.717
35757	Raggnarok	Orc	1463.354	97.057	1220.7115000000001
214288	yoxcoco1	Underworld	1542.819	128.849	1220.6965
23325	gwjunkie	Undead	1513.631	117.194	1220.6460000000002
19551	Jeguan	Undead	1528.865	123.299	1220.6175
52057	Guigui	Skaven	1471.468	100.341	1220.6155
22239	Nighthawk	Undead	1591.599	148.402	1220.594
1818	Isequiel	Wood Elves	1537.976	126.978	1220.5310000000002
47295	bbart	Skaven	1551.309	132.316	1220.519
217186	Beanbag	Underworld	1479.958	103.785	1220.4955
75955	bajonetor	Lizardmen	1619.828	159.738	1220.483
72768	Tackledummy	Lizardmen	1517.26	118.718	1220.465
96114	Russo	High Elves	1556.737	134.518	1220.442
77969	TalonBay	Lizardmen	1572.298	140.745	1220.4355
37554	MightyQ	Norse	1690.215	187.922	1220.4099999999999
14413	Marc.Andy	Humans	1478.881	103.389	1220.4085
